replay_id,format_id,player_slot,player_name,opponent_name,player_rating,opponent_rating,rating_diff,turns,team_size,team_pokemon,won_battle,sum_hp,mean_hp,sum_attack,mean_attack,sum_defense,mean_defense,sum_sp_attack,mean_sp_attack,sum_sp_defense,mean_sp_defense,sum_speed,mean_speed
gen9ou-2486608971,gen9ou,p2,,I Am LegendZA,,1431.0,,26,6,"Hatterene,Ursaluna,Slowking-Galar,Hoopa-Unbound,Cresselia,Kyurem",0,607.0,101.16666666666669,655.0,109.16666666666669,540.0,90.0,666.0,111.0,633.0,105.5,369.0,61.5
gen9ou-2486609643,gen9ou,p1,LLBattler,Wyrdwind,,,,48,6,"Scizor,Ting-Lu,Corviknight,Moltres,Gholdengo,Great Tusk",0,615.0,102.5,618.0,103.0,646.0,107.66666666666669,474.0,79.0,474.0,79.0,438.0,73.0
gen9ou-2486609643,gen9ou,p2,Wyrdwind,LLBattler,,,,48,6,"Walking Wake,Ting-Lu,Corviknight,Raging Bolt,Gholdengo,Kyurem",1,689.0,114.83333333333331,543.0,90.5,597.0,99.5,633.0,105.5,518.0,86.33333333333333,475.0,79.16666666666667
gen9ou-2486610145,gen9ou,p1,eggyhvevo,qingshou,1568.0,1770.0,-202.0,49,6,"Kingambit,Great Tusk,Primarina,Darkrai,Tornadus-Therian,Dragapult",0,532.0,88.66666666666667,650.0,108.33333333333331,570.0,95.0,584.0,97.33333333333331,509.0,84.83333333333333,585.0,97.5
gen9ou-2486610145,gen9ou,p2,qingshou,eggyhvevo,1770.0,1568.0,202.0,49,6,"Ninetales,Walking Wake,Great Tusk,Alomomola,Corviknight,Fezandipiti",1,638.0,106.33333333333331,543.0,90.5,564.0,94.0,422.0,70.33333333333333,491.0,81.83333333333333,527.0,87.83333333333333
gen9ou-2486612119,gen9ou,p1,,ikmujyhtgr,,1000.0,,103,6,"Gholdengo,Blissey,Skarmory,Amoonguss,Dondozo,Clefable",0,766.0,127.66666666666669,405.0,67.5,503.0,83.83333333333333,493.0,82.16666666666667,531.0,88.5,334.0,55.66666666666666
gen9ou-2486612119,gen9ou,p2,ikmujyhtgr,,1000.0,,,103,6,"Iron Crown,Garganacl,Samurott-Hisui,Zapdos,Dragapult,Great Tusk",1,573.0,95.5,621.0,103.5,601.0,100.16666666666669,545.0,90.83333333333331,481.0,80.16666666666667,547.0,91.16666666666669
gen9ou-2486613700,gen9ou,p1,123Ayan,galactics,,,,40,6,"Alomomola,Garganacl,Gliscor,Slowking-Galar,Porygon2,Mandibuzz",1,630.0,105.0,480.0,80.0,610.0,101.66666666666669,400.0,66.66666666666667,510.0,85.0,365.0,60.833333333333336
gen9ou-2486613700,gen9ou,p2,galactics,123Ayan,,,,40,6,"Meowscarada,Garganacl,Ursaluna,Greninja-*,Blissey,Cinderace",0,713.0,118.83333333333331,571.0,95.16666666666669,457.0,76.16666666666667,414.0,69.0,521.0,86.83333333333333,504.0,84.0
gen9ou-2486613733,gen9ou,p1,flagfrog,,1483.0,,,32,6,"Slowking-Galar,Zamazenta-*,Gliscor,Corviknight,Kyurem,Kingambit",1,585.0,97.5,632.0,105.33333333333331,635.0,105.83333333333331,478.0,79.66666666666667,560.0,93.33333333333331,475.0,79.16666666666667
gen9ou-2486613733,gen9ou,p2,,flagfrog,,1483.0,,32,6,"Scizor,Great Tusk,Heatran,Ogerpon-Wellspring,Raging Bolt,Tornadus-Therian",0,560.0,93.33333333333331,644.0,107.33333333333331,592.0,98.66666666666669,545.0,90.83333333333331,514.0,85.66666666666667,535.0,89.16666666666667
gen9ou-2486614574,gen9ou,p1,,jacko0,,1408.0,,44,6,"Blissey,Bronzong,Gliscor,Dondozo,Clefable,Sinistcha",0,713.0,118.83333333333331,424.0,70.66666666666667,545.0,90.83333333333331,480.0,80.0,561.0,93.5,348.0,58.0
gen9ou-2486614574,gen9ou,p2,jacko0,,1408.0,,,44,6,"Cinderace,Ogerpon-Wellspring,Kyurem,Tornadus-Therian,Pecharunt,Lokix",1,523.0,87.16666666666667,656.0,109.33333333333331,567.0,94.5,505.0,84.16666666666667,494.0,82.33333333333333,625.0,104.16666666666669
gen9ou-2486614586,gen9ou,p1,emily_lernaea,eggyhvevo,1483.0,1558.0,-75.0,92,6,"Blissey,Alomomola,Gliscor,Corviknight,Dondozo,Weezing-Galar",1,808.0,134.66666666666666,457.0,76.16666666666667,555.0,92.5,363.0,60.5,475.0,79.16666666666667,377.0,62.833333333333336
gen9ou-2486614586,gen9ou,p2,eggyhvevo,emily_lernaea,1558.0,1483.0,75.0,92,6,"Kingambit,Great Tusk,Primarina,Darkrai,Hydrapple,Slowking-Galar",0,566.0,94.33333333333331,575.0,95.83333333333331,605.0,100.83333333333331,604.0,100.66666666666669,534.0,89.0,396.0,66.0
gen9ou-2486615040,gen9ou,p1,Wyrdwind,LLBattler,,,,36,6,"Sinistcha-Masterpiece,Slowking-Galar,Garganacl,Kingambit,Zamazenta-*,Landorus-Therian",0,547.0,91.16666666666669,625.0,104.16666666666669,641.0,106.83333333333331,521.0,86.83333333333333,560.0,93.33333333333331,414.0,69.0
gen9ou-2486615040,gen9ou,p2,LLBattler,Wyrdwind,,,,36,6,"Heatran,Great Tusk,Slowking-Galar,Ogerpon-Wellspring,Zapdos,Kingambit",1,571.0,95.16666666666669,631.0,105.16666666666669,606.0,101.0,538.0,89.66666666666667,540.0,90.0,454.0,75.66666666666667
gen9ou-2486615060,gen9ou,p1,,A351 Gr CF3M,,1271.0,,17,6,"Corviknight,Tyranitar,Excadrill,Primarina,Iron Valiant,Greninja-*",0,534.0,89.0,655.0,109.16666666666669,506.0,84.33333333333333,547.0,91.16666666666669,497.0,82.83333333333333,514.0,85.66666666666667
gen9ou-2486615060,gen9ou,p2,A351 Gr CF3M,,1271.0,,,17,6,"Empoleon,Enamorus,Cinderace,Hydrapple,Zamazenta-*,Iron Treads",1,526.0,87.66666666666667,629.0,104.83333333333331,578.0,96.33333333333331,583.0,97.16666666666669,521.0,86.83333333333333,573.0,95.5
gen9ou-2486617136,gen9ou,p1,,Cookiz123,,1000.0,,10,6,"Glimmora,Serperior,Raging Bolt,Iron Valiant,Kingambit,Latios",0,537.0,89.5,558.0,93.0,566.0,94.33333333333331,652.0,108.66666666666669,520.0,86.66666666666667,550.0,91.66666666666669
gen9ou-2486617136,gen9ou,p2,Cookiz123,,1000.0,,,10,6,"Ninetales-Alola,Mamoswine,Skeledirge,Ogerpon-Wellspring,Cetitan,Iron Treads",1,627.0,104.5,617.0,102.83333333333331,524.0,87.33333333333333,438.0,73.0,456.0,76.0,544.0,90.66666666666669
gen9ou-2486618197,gen9ou,p1,GRGBobOLunchablez1,quaccer,1000.0,1000.0,0.0,0,6,"Ninetales,Walking Wake,Raging Bolt,Great Tusk,Landorus-Therian,Araquanid",1,569.0,94.83333333333331,578.0,96.33333333333331,570.0,95.0,551.0,91.83333333333331,537.0,89.5,504.0,84.0
gen9ou-2486618197,gen9ou,p2,quaccer,GRGBobOLunchablez1,1000.0,1000.0,0.0,0,6,"Amoonguss,Toxapex,Corviknight,Dondozo,Blissey,Gliscor",0,742.0,123.66666666666669,440.0,73.33333333333333,577.0,96.16666666666669,376.0,62.66666666666666,582.0,97.0,317.0,52.833333333333336
gen9ou-2486619728,gen9ou,p1,Laughrjx,,1345.0,,,4,6,"Ceruledge,Iron Moth,Iron Hands,Grimmsnarl,Great Tusk,Gyarados",1,614.0,102.33333333333331,711.0,118.5,523.0,87.16666666666667,458.0,76.33333333333333,506.0,84.33333333333333,473.0,78.83333333333333
gen9ou-2486619728,gen9ou,p2,,Laughrjx,,1345.0,,4,6,"Persian-Alola,Electrode-Hisui,Slowking-Galar,Heatran,Great Tusk,Gyarados",0,521.0,86.83333333333333,521.0,86.83333333333333,526.0,87.66666666666667,508.0,84.66666666666667,514.0,85.66666666666667,540.0,90.0
gen9ou-2486620233,gen9ou,p1,Laughrjx,,1345.0,,,33,6,"Ceruledge,Iron Moth,Iron Hands,Grimmsnarl,Great Tusk,Gyarados",1,614.0,102.33333333333331,711.0,118.5,523.0,87.16666666666667,458.0,76.33333333333333,506.0,84.33333333333333,473.0,78.83333333333333
gen9ou-2486620233,gen9ou,p2,,Laughrjx,,1345.0,,33,6,"Ting-Lu,Slowking-Galar,Cinderace,Raging Bolt,Ogerpon-Wellspring,Corviknight",0,633.0,105.5,571.0,95.16666666666669,560.0,93.33333333333331,480.0,80.0,535.0,89.16666666666667,446.0,74.33333333333333
gen9ou-2486622494,gen9ou,p1,,superiuz,,1316.0,,21,6,"Araquanid,Gholdengo,Haxorus,Iron Moth,Mamoswine,Iron Valiant",0,495.0,82.5,607.0,101.16666666666669,507.0,84.5,573.0,95.5,523.0,87.16666666666667,529.0,88.16666666666667
gen9ou-2486622494,gen9ou,p2,superiuz,,1316.0,,,21,6,"Latios,Heatran,Pikachu,Mamoswine,Ribombee,Zamazenta-*",1,468.0,78.0,540.0,90.0,481.0,80.16666666666667,555.0,92.5,511.0,85.16666666666667,619.0,103.16666666666669
gen9ou-2486623274,gen9ou,p1,CR7yyl666,ProsodiJ,1584.0,1570.0,14.0,16,6,"Blaziken,Indeedee,Ninetales-Alola,Iron Treads,Raging Bolt,Ursaluna",0,558.0,93.0,577.0,96.16666666666669,516.0,86.0,550.0,91.66666666666669,504.0,84.0,515.0,85.83333333333333
gen9ou-2486623274,gen9ou,p2,ProsodiJ,CR7yyl666,1570.0,1584.0,-14.0,16,6,"Pelipper,Torkoal,Walking Wake,Tyranitar,Excadrill,Ogerpon-Wellspring",1,519.0,86.5,607.0,101.16666666666669,585.0,97.5,510.0,85.0,484.0,80.66666666666667,453.0,75.5
gen9ou-2486629079,gen9ou,p1,ProsodiJ,Forever1507,1617.0,1688.0,-71.0,31,6,"Pelipper,Torkoal,Walking Wake,Tyranitar,Excadrill,Ogerpon-Wellspring",0,519.0,86.5,607.0,101.16666666666669,585.0,97.5,510.0,85.0,484.0,80.66666666666667,453.0,75.5
gen9ou-2486629079,gen9ou,p2,Forever1507,ProsodiJ,1688.0,1617.0,71.0,31,6,"Incineroar,Great Tusk,Dragapult,Zapdos,Slowking-Galar,Iron Valiant",1,557.0,92.83333333333331,651.0,108.5,551.0,91.83333333333331,588.0,98.0,478.0,79.66666666666667,535.0,89.16666666666667
gen9ou-2486629464,gen9ou,p1,scheederderechte,,1228.0,,,25,6,"Garchomp,Clefable,Scizor,Quaquaval,Arcanine-Hisui,Serperior",1,528.0,88.0,640.0,106.66666666666669,523.0,87.16666666666667,485.0,80.83333333333333,505.0,84.16666666666667,515.0,85.83333333333333
gen9ou-2486629464,gen9ou,p2,,scheederderechte,,1228.0,,25,6,"Cinderace,Dragapult,Corviknight,Tinkaton,Clodsire,Gholdengo",0,568.0,94.66666666666669,533.0,88.83333333333333,487.0,81.16666666666667,466.0,77.66666666666667,531.0,88.5,526.0,87.66666666666667
gen9ou-2486630327,gen9ou,p1,Vangelios,BigPinkPig,1073.0,1114.0,-41.0,31,6,"Mimikyu,Glimmora,Zoroark,Hatterene,Maushold-Four,Ceruledge",0,404.0,67.33333333333333,540.0,90.0,475.0,79.16666666666667,561.0,93.5,524.0,87.33333333333333,512.0,85.33333333333333
gen9ou-2486630327,gen9ou,p2,BigPinkPig,Vangelios,1114.0,1073.0,41.0,31,6,"Feraligatr,Great Tusk,Garganacl,Raging Bolt,Gyarados,Chandelure",1,580.0,96.66666666666669,589.0,98.16666666666669,621.0,103.5,519.0,86.5,505.0,84.16666666666667,436.0,72.66666666666667
gen9ou-2486630866,gen9ou,p1,StoryMark,sacghr,1217.0,1244.0,-27.0,20,6,"Ogerpon-Wellspring,Zamazenta-*,Iron Treads,Ting-Lu,Moltres,Pecharunt",0,595.0,99.16666666666669,650.0,108.33333333333331,694.0,115.66666666666669,480.0,80.0,534.0,89.0,577.0,96.16666666666669
gen9ou-2486630866,gen9ou,p2,sacghr,StoryMark,1244.0,1217.0,27.0,20,6,"Glimmora,Dragonite,Enamorus,Kingambit,Heatran,Alomomola",1,604.0,100.66666666666669,604.0,100.66666666666669,561.0,93.5,595.0,99.16666666666669,497.0,82.83333333333333,464.0,77.33333333333333
gen9ou-2486632404,gen9ou,p1,,MissLizzy<3<3,,1127.0,,30,6,"Mightyena,Iron Treads,Ogerpon-Wellspring,Haxorus,Slowking-Galar,Cetitan",0,581.0,96.83333333333331,647.0,107.83333333333331,509.0,84.83333333333333,407.0,67.83333333333333,461.0,76.83333333333333,486.0,81.0
gen9ou-2486632404,gen9ou,p2,MissLizzy<3<3,,1127.0,,,30,6,"Torkoal,Brute Bonnet,Walking Wake,Hatterene,Ceruledge,Raging Bolt",1,537.0,89.5,583.0,97.16666666666669,596.0,99.33333333333331,622.0,103.66666666666669,544.0,90.66666666666669,373.0,62.16666666666666
gen9ou-2486632453,gen9ou,p1,Ruler of the Sand,,1086.0,,,3,6,"Dragalge,Dragonite,Dragapult,Kommo-o,Goodra-Hisui,Regidrago",1,599.0,99.83333333333331,639.0,106.5,535.0,89.16666666666667,607.0,101.16666666666669,603.0,100.5,491.0,81.83333333333333
gen9ou-2486632453,gen9ou,p2,,Ruler of the Sand,,1086.0,,3,6,"Espeon,Arcanine-Hisui,Iron Valiant,Garchomp,Meowscarada,Samurott-Hisui",0,508.0,84.66666666666667,658.0,109.66666666666669,475.0,79.16666666666667,606.0,101.0,455.0,75.83333333333333,626.0,104.33333333333331
gen9ou-2486632991,gen9ou,p1,qwqwqqw,,1673.0,,,22,6,"Arcanine-Hisui,Clodsire,Sinistcha-Masterpiece,Skarmory,Slowking,Ogerpon",1,536.0,89.33333333333333,525.0,87.5,550.0,91.66666666666669,461.0,76.83333333333333,536.0,89.33333333333333,390.0,65.0
gen9ou-2486632991,gen9ou,p2,,qwqwqqw,,1673.0,,22,6,"Ceruledge,Iron Valiant,Pecharunt,Iron Treads,Enamorus,Araquanid",0,469.0,78.16666666666667,640.0,106.66666666666669,612.0,102.0,525.0,87.5,530.0,88.33333333333333,543.0,90.5
gen9ou-2486633451,gen9ou,p1,,Ranmato,,1112.0,,28,6,"Iron Valiant,Cinderace,Kingambit,Dondozo,Gliscor,Dragapult",0,567.0,94.5,696.0,116.0,600.0,100.0,455.0,75.83333333333333,435.0,72.5,557.0,92.83333333333331
gen9ou-2486633451,gen9ou,p2,Ranmato,,1112.0,,,28,6,"Raging Bolt,Ninetales,Gliscor,Ceruledge,Tentacruel,Venusaur",1,508.0,84.66666666666667,521.0,86.83333333333333,519.0,86.5,503.0,83.83333333333333,584.0,97.33333333333331,535.0,89.16666666666667
gen9ou-2486634930,gen9ou,p1,,Homerun-C,,1242.0,,55,6,"Cinderace,Gyarados,Pawmot,Landorus-Therian,Incineroar,Florges",0,507.0,84.5,681.0,113.5,472.0,78.66666666666667,492.0,82.0,559.0,93.16666666666669,531.0,88.5
gen9ou-2486634930,gen9ou,p2,Homerun-C,,1242.0,,,55,6,"Weavile,Cinderace,Hatterene,Zamazenta-*,Ogerpon-Wellspring,Zapdos",1,469.0,78.16666666666667,656.0,109.33333333333331,519.0,86.5,511.0,85.16666666666667,564.0,94.0,621.0,103.5
gen9ou-2486635238,gen9ou,p1,mtk42,,1067.0,,,23,6,"Gliscor,Chandelure,Eelektross,Clodsire,Rillaboom,Dragapult",1,538.0,89.66666666666667,585.0,97.5,520.0,86.66666666666667,500.0,83.33333333333333,490.0,81.66666666666667,472.0,78.66666666666667
gen9ou-2486635238,gen9ou,p2,,mtk42,,1067.0,,23,6,"Glimmora,Iron Hands,Kingambit,Iron Moth,Dragonite,Primarina",0,588.0,98.0,608.0,101.33333333333331,547.0,91.16666666666669,606.0,101.0,560.0,93.33333333333331,436.0,72.66666666666667
gen9ou-2486635726,gen9ou,p1,suaiaj,,1435.0,,,23,6,"Blaziken,Kingdra,Serperior,Great Tusk,Grimmsnarl,Zamazenta-*",1,532.0,88.66666666666667,661.0,110.16666666666669,571.0,95.16666666666669,508.0,84.66666666666667,503.0,83.83333333333333,563.0,93.83333333333331
gen9ou-2486635726,gen9ou,p2,,suaiaj,,1435.0,,23,6,"Ceruledge,Great Tusk,Dragonite,Deoxys-Speed,Kingambit,Iron Moth",0,511.0,85.16666666666667,690.0,115.0,576.0,96.0,508.0,84.66666666666667,538.0,89.66666666666667,592.0,98.66666666666669
gen9ou-2486636044,gen9ou,p1,,dooby guy,,1523.0,,14,6,"Ursaluna,Cresselia,Hatterene,Iron Hands,Volcanion,Porygon2",0,626.0,104.33333333333331,630.0,105.0,628.0,104.66666666666669,541.0,90.16666666666669,556.0,92.66666666666669,344.0,57.333333333333336
gen9ou-2486636044,gen9ou,p2,dooby guy,,1523.0,,,14,6,"Rillaboom,Ogerpon,Enamorus,Latios,Cinderace,Ribombee",1,474.0,79.0,621.0,103.5,459.0,76.5,545.0,90.83333333333331,501.0,83.5,654.0,109.0
gen9ou-2486636342,gen9ou,p1,,swolkaprisun,,1334.0,,25,6,"Pecharunt,Dragapult,Darkrai,Landorus-Therian,Cinderace,Primarina",0,495.0,82.5,633.0,105.5,564.0,94.0,619.0,103.16666666666669,524.0,87.33333333333333,625.0,104.16666666666669
gen9ou-2486636342,gen9ou,p2,swolkaprisun,,1334.0,,,25,6,"Samurott-Hisui,Iron Crown,Raging Bolt,Mandibuzz,Heracross,Landorus-Therian",1,584.0,97.33333333333331,588.0,98.0,541.0,90.16666666666669,559.0,93.16666666666669,532.0,88.66666666666667,514.0,85.66666666666667
gen9ou-2486636504,gen9ou,p1,,Ruler of the Sand,,1132.0,,22,6,"Galvantula,Keldeo,Quagsire,Dragapult,Umbreon,Medicham",0,499.0,83.16666666666667,479.0,79.83333333333333,495.0,82.5,511.0,85.16666666666667,495.0,82.5,538.0,89.66666666666667
